repeat,outer_fold,feature_set,model,n_train,n_test,roc_auc,average_precision,brier,balanced_accuracy,best_params,subject_ids_test
2,5,F_combined_acde,lr_en,89,22,0.7294117647058823,0.9200292741314412,0.2273739115698977,0.6529411764705882,"{""model__C"": 0.01, ""model__l1_ratio"": 0.1}",sub-0013;sub-0015;sub-0021;sub-0022;sub-0029;sub-0037;sub-0044;sub-0046;sub-0049;sub-0060;sub-0061;sub-0075;sub-0084;sub-0090;sub-0094;sub-0098;sub-0100;sub-0102;sub-0105;sub-0107;sub-0111;sub-0113
2,1,F_combined_acde,random_forest,88,23,0.5343137254901961,0.7892352558525666,0.2269021739130435,0.4411764705882353,"{""model__max_depth"": null, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",sub-0002;sub-0014;sub-0019;sub-0020;sub-0024;sub-0032;sub-0033;sub-0034;sub-0035;sub-0036;sub-0038;sub-0039;sub-0041;sub-0043;sub-0048;sub-0054;sub-0055;sub-0056;sub-0068;sub-0074;sub-0086;sub-0099;sub-0104
2,2,F_combined_acde,random_forest,89,22,0.7395833333333333,0.8558942283206991,0.1912881468687053,0.6770833333333333,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 500}",sub-0001;sub-0003;sub-0005;sub-0007;sub-0012;sub-0018;sub-0023;sub-0026;sub-0045;sub-0059;sub-0067;sub-0073;sub-0076;sub-0077;sub-0082;sub-0085;sub-0089;sub-0091;sub-0095;sub-0096;sub-0106;sub-0114
2,3,F_combined_acde,random_forest,89,22,0.7764705882352941,0.931374018138724,0.1596345123693791,0.7117647058823529,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 500}",sub-0004;sub-0006;sub-0016;sub-0025;sub-0030;sub-0040;sub-0042;sub-0047;sub-0051;sub-0064;sub-0066;sub-0070;sub-0071;sub-0072;sub-0078;sub-0079;sub-0081;sub-0087;sub-0097;sub-0109;sub-0110;sub-0115
2,4,F_combined_acde,random_forest,89,22,0.8470588235294118,0.9494320308174796,0.1266468074298133,0.7411764705882353,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 500}",sub-0008;sub-0009;sub-0010;sub-0011;sub-0017;sub-0027;sub-0028;sub-0031;sub-0050;sub-0052;sub-0053;sub-0058;sub-0062;sub-0069;sub-0080;sub-0088;sub-0092;sub-0093;sub-0101;sub-0103;sub-0108;sub-0112
2,5,F_combined_acde,random_forest,89,22,0.6941176470588235,0.9061002722767428,0.1889880307672127,0.4823529411764705,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 200}",sub-0013;sub-0015;sub-0021;sub-0022;sub-0029;sub-0037;sub-0044;sub-0046;sub-0049;sub-0060;sub-0061;sub-0075;sub-0084;sub-0090;sub-0094;sub-0098;sub-0100;sub-0102;sub-0105;sub-0107;sub-0111;sub-0113
2,1,F_combined_acde,xgboost,88,23,0.6176470588235294,0.8414667489896324,0.2173994779586792,0.6323529411764706,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0002;sub-0014;sub-0019;sub-0020;sub-0024;sub-0032;sub-0033;sub-0034;sub-0035;sub-0036;sub-0038;sub-0039;sub-0041;sub-0043;sub-0048;sub-0054;sub-0055;sub-0056;sub-0068;sub-0074;sub-0086;sub-0099;sub-0104
2,2,F_combined_acde,xgboost,89,22,0.6041666666666667,0.8050022026584527,0.2473921775817871,0.59375,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 300, ""model__subsample"": 1.0}",sub-0001;sub-0003;sub-0005;sub-0007;sub-0012;sub-0018;sub-0023;sub-0026;sub-0045;sub-0059;sub-0067;sub-0073;sub-0076;sub-0077;sub-0082;sub-0085;sub-0089;sub-0091;sub-0095;sub-0096;sub-0106;sub-0114
2,3,F_combined_acde,xgboost,89,22,0.6,0.8824884508639745,0.2220358848571777,0.6647058823529413,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0004;sub-0006;sub-0016;sub-0025;sub-0030;sub-0040;sub-0042;sub-0047;sub-0051;sub-0064;sub-0066;sub-0070;sub-0071;sub-0072;sub-0078;sub-0079;sub-0081;sub-0087;sub-0097;sub-0109;sub-0110;sub-0115
2,4,F_combined_acde,xgboost,89,22,0.7058823529411765,0.8784158651805711,0.1710311025381088,0.6411764705882352,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0008;sub-0009;sub-0010;sub-0011;sub-0017;sub-0027;sub-0028;sub-0031;sub-0050;sub-0052;sub-0053;sub-0058;sub-0062;sub-0069;sub-0080;sub-0088;sub-0092;sub-0093;sub-0101;sub-0103;sub-0108;sub-0112
2,5,F_combined_acde,xgboost,89,22,0.5882352941176471,0.8644582268739982,0.2354151308536529,0.5529411764705883,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0013;sub-0015;sub-0021;sub-0022;sub-0029;sub-0037;sub-0044;sub-0046;sub-0049;sub-0060;sub-0061;sub-0075;sub-0084;sub-0090;sub-0094;sub-0098;sub-0100;sub-0102;sub-0105;sub-0107;sub-0111;sub-0113
2,1,G_mean_ai,lr_en,88,23,0.7254901960784313,0.9063451325599664,0.2433490842372578,0.6862745098039216,"{""model__C"": 10.0, ""model__l1_ratio"": 0.9}",sub-0002;sub-0014;sub-0019;sub-0020;sub-0024;sub-0032;sub-0033;sub-0034;sub-0035;sub-0036;sub-0038;sub-0039;sub-0041;sub-0043;sub-0048;sub-0054;sub-0055;sub-0056;sub-0068;sub-0074;sub-0086;sub-0099;sub-0104
2,2,G_mean_ai,lr_en,89,22,0.6770833333333334,0.8370003260628261,0.2313139486827045,0.6458333333333333,"{""model__C"": 0.1, ""model__l1_ratio"": 0.9}",sub-0001;sub-0003;sub-0005;sub-0007;sub-0012;sub-0018;sub-0023;sub-0026;sub-0045;sub-0059;sub-0067;sub-0073;sub-0076;sub-0077;sub-0082;sub-0085;sub-0089;sub-0091;sub-0095;sub-0096;sub-0106;sub-0114
2,3,G_mean_ai,lr_en,89,22,0.6941176470588235,0.9139397238468446,0.2483733988941499,0.6764705882352942,"{""model__C"": 0.01, ""model__l1_ratio"": 0.1}",sub-0004;sub-0006;sub-0016;sub-0025;sub-0030;sub-0040;sub-0042;sub-0047;sub-0051;sub-0064;sub-0066;sub-0070;sub-0071;sub-0072;sub-0078;sub-0079;sub-0081;sub-0087;sub-0097;sub-0109;sub-0110;sub-0115
2,4,G_mean_ai,lr_en,89,22,0.7294117647058823,0.8914668750582063,0.2284128335688153,0.7529411764705882,"{""model__C"": 0.01, ""model__l1_ratio"": 0.1}",sub-0008;sub-0009;sub-0010;sub-0011;sub-0017;sub-0027;sub-0028;sub-0031;sub-0050;sub-0052;sub-0053;sub-0058;sub-0062;sub-0069;sub-0080;sub-0088;sub-0092;sub-0093;sub-0101;sub-0103;sub-0108;sub-0112
2,5,G_mean_ai,lr_en,89,22,0.7294117647058823,0.9233648370690803,0.2283304045787538,0.6235294117647059,"{""model__C"": 0.01, ""model__l1_ratio"": 0.1}",sub-0013;sub-0015;sub-0021;sub-0022;sub-0029;sub-0037;sub-0044;sub-0046;sub-0049;sub-0060;sub-0061;sub-0075;sub-0084;sub-0090;sub-0094;sub-0098;sub-0100;sub-0102;sub-0105;sub-0107;sub-0111;sub-0113
2,1,G_mean_ai,random_forest,88,23,0.5588235294117647,0.8374532189129991,0.2457586956521739,0.4117647058823529,"{""model__max_depth"": null, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",sub-0002;sub-0014;sub-0019;sub-0020;sub-0024;sub-0032;sub-0033;sub-0034;sub-0035;sub-0036;sub-0038;sub-0039;sub-0041;sub-0043;sub-0048;sub-0054;sub-0055;sub-0056;sub-0068;sub-0074;sub-0086;sub-0099;sub-0104
2,2,G_mean_ai,random_forest,89,22,0.7708333333333334,0.8910393619323573,0.177539098251743,0.6770833333333333,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",sub-0001;sub-0003;sub-0005;sub-0007;sub-0012;sub-0018;sub-0023;sub-0026;sub-0045;sub-0059;sub-0067;sub-0073;sub-0076;sub-0077;sub-0082;sub-0085;sub-0089;sub-0091;sub-0095;sub-0096;sub-0106;sub-0114
2,3,G_mean_ai,random_forest,89,22,0.7294117647058824,0.915154226729987,0.1963367609484596,0.7352941176470589,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",sub-0004;sub-0006;sub-0016;sub-0025;sub-0030;sub-0040;sub-0042;sub-0047;sub-0051;sub-0064;sub-0066;sub-0070;sub-0071;sub-0072;sub-0078;sub-0079;sub-0081;sub-0087;sub-0097;sub-0109;sub-0110;sub-0115
2,4,G_mean_ai,random_forest,89,22,0.8235294117647058,0.936825405467274,0.1226141544174693,0.8411764705882353,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 200}",sub-0008;sub-0009;sub-0010;sub-0011;sub-0017;sub-0027;sub-0028;sub-0031;sub-0050;sub-0052;sub-0053;sub-0058;sub-0062;sub-0069;sub-0080;sub-0088;sub-0092;sub-0093;sub-0101;sub-0103;sub-0108;sub-0112
2,5,G_mean_ai,random_forest,89,22,0.6941176470588235,0.9051500882815762,0.1877705312283412,0.5823529411764705,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500}",sub-0013;sub-0015;sub-0021;sub-0022;sub-0029;sub-0037;sub-0044;sub-0046;sub-0049;sub-0060;sub-0061;sub-0075;sub-0084;sub-0090;sub-0094;sub-0098;sub-0100;sub-0102;sub-0105;sub-0107;sub-0111;sub-0113
2,1,G_mean_ai,xgboost,88,23,0.6715686274509803,0.8872116243716412,0.2326368242502212,0.6568627450980392,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__subsample"": 1.0}",sub-0002;sub-0014;sub-0019;sub-0020;sub-0024;sub-0032;sub-0033;sub-0034;sub-0035;sub-0036;sub-0038;sub-0039;sub-0041;sub-0043;sub-0048;sub-0054;sub-0055;sub-0056;sub-0068;sub-0074;sub-0086;sub-0099;sub-0104
2,2,G_mean_ai,xgboost,89,22,0.7916666666666667,0.9051050869065576,0.1674973964691162,0.7395833333333333,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0001;sub-0003;sub-0005;sub-0007;sub-0012;sub-0018;sub-0023;sub-0026;sub-0045;sub-0059;sub-0067;sub-0073;sub-0076;sub-0077;sub-0082;sub-0085;sub-0089;sub-0091;sub-0095;sub-0096;sub-0106;sub-0114
2,3,G_mean_ai,xgboost,89,22,0.6705882352941177,0.8954541469679879,0.2487853467464447,0.6647058823529413,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__subsample"": 1.0}",sub-0004;sub-0006;sub-0016;sub-0025;sub-0030;sub-0040;sub-0042;sub-0047;sub-0051;sub-0064;sub-0066;sub-0070;sub-0071;sub-0072;sub-0078;sub-0079;sub-0081;sub-0087;sub-0097;sub-0109;sub-0110;sub-0115
2,4,G_mean_ai,xgboost,89,22,0.7529411764705882,0.8992025131731014,0.1344912648200988,0.6411764705882352,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0008;sub-0009;sub-0010;sub-0011;sub-0017;sub-0027;sub-0028;sub-0031;sub-0050;sub-0052;sub-0053;sub-0058;sub-0062;sub-0069;sub-0080;sub-0088;sub-0092;sub-0093;sub-0101;sub-0103;sub-0108;sub-0112
2,5,G_mean_ai,xgboost,89,22,0.6352941176470588,0.8700788461624375,0.2384596765041351,0.4823529411764705,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__subsample"": 1.0}",sub-0013;sub-0015;sub-0021;sub-0022;sub-0029;sub-0037;sub-0044;sub-0046;sub-0049;sub-0060;sub-0061;sub-0075;sub-0084;sub-0090;sub-0094;sub-0098;sub-0100;sub-0102;sub-0105;sub-0107;sub-0111;sub-0113
3,1,A_raw_lr,lr_en,88,23,0.6666666666666667,0.8756067704528823,0.2317982176271744,0.6519607843137255,"{""model__C"": 0.1, ""model__l1_ratio"": 0.1}",sub-0006;sub-0007;sub-0008;sub-0016;sub-0020;sub-0022;sub-0023;sub-0038;sub-0045;sub-0050;sub-0054;sub-0060;sub-0061;sub-0066;sub-0077;sub-0080;sub-0089;sub-0091;sub-0095;sub-0100;sub-0101;sub-0103;sub-0109
3,2,A_raw_lr,lr_en,89,22,0.6145833333333334,0.8674738455988455,0.2408227609941191,0.75,"{""model__C"": 0.01, ""model__l1_ratio"": 0.1}",sub-0001;sub-0003;sub-0009;sub-0017;sub-0019;sub-0025;sub-0030;sub-0031;sub-0032;sub-0034;sub-0037;sub-0039;sub-0048;sub-0056;sub-0068;sub-0071;sub-0076;sub-0079;sub-0084;sub-0104;sub-0114;sub-0115
3,3,A_raw_lr,lr_en,89,22,0.4941176470588235,0.7648566158946781,0.3173237329539068,0.5941176470588235,"{""model__C"": 1.0, ""model__l1_ratio"": 0.5}",sub-0004;sub-0015;sub-0026;sub-0027;sub-0028;sub-0029;sub-0040;sub-0041;sub-0042;sub-0052;sub-0058;sub-0069;sub-0070;sub-0074;sub-0075;sub-0082;sub-0086;sub-0092;sub-0093;sub-0094;sub-0096;sub-0099
3,4,A_raw_lr,lr_en,89,22,0.7411764705882353,0.8813064472507197,0.2165496552500106,0.6647058823529413,"{""model__C"": 0.1, ""model__l1_ratio"": 0.9}",sub-0002;sub-0010;sub-0011;sub-0014;sub-0035;sub-0036;sub-0047;sub-0049;sub-0053;sub-0055;sub-0067;sub-0072;sub-0073;sub-0087;sub-0088;sub-0090;sub-0097;sub-0098;sub-0102;sub-0106;sub-0107;sub-0112
3,5,A_raw_lr,lr_en,89,22,0.7058823529411764,0.8946698246006204,0.1881560468400955,0.7117647058823529,"{""model__C"": 10.0, ""model__l1_ratio"": 0.5}",sub-0005;sub-0012;sub-0013;sub-0018;sub-0021;sub-0024;sub-0033;sub-0043;sub-0044;sub-0046;sub-0051;sub-0059;sub-0062;sub-0064;sub-0078;sub-0081;sub-0085;sub-0105;sub-0108;sub-0110;sub-0111;sub-0113
3,1,A_raw_lr,random_forest,88,23,0.6176470588235294,0.8571739032348489,0.1942514674609232,0.5245098039215687,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",sub-0006;sub-0007;sub-0008;sub-0016;sub-0020;sub-0022;sub-0023;sub-0038;sub-0045;sub-0050;sub-0054;sub-0060;sub-0061;sub-0066;sub-0077;sub-0080;sub-0089;sub-0091;sub-0095;sub-0100;sub-0101;sub-0103;sub-0109
3,2,A_raw_lr,random_forest,89,22,0.8229166666666667,0.9415053341910926,0.1552995241563097,0.6875,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500}",sub-0001;sub-0003;sub-0009;sub-0017;sub-0019;sub-0025;sub-0030;sub-0031;sub-0032;sub-0034;sub-0037;sub-0039;sub-0048;sub-0056;sub-0068;sub-0071;sub-0076;sub-0079;sub-0084;sub-0104;sub-0114;sub-0115
3,3,A_raw_lr,random_forest,89,22,0.5882352941176471,0.8536240816085108,0.2287756340756125,0.4941176470588235,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 500}",sub-0004;sub-0015;sub-0026;sub-0027;sub-0028;sub-0029;sub-0040;sub-0041;sub-0042;sub-0052;sub-0058;sub-0069;sub-0070;sub-0074;sub-0075;sub-0082;sub-0086;sub-0092;sub-0093;sub-0094;sub-0096;sub-0099
3,4,A_raw_lr,random_forest,89,22,0.7176470588235294,0.8898414880613023,0.1610313854669509,0.7117647058823529,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 200}",sub-0002;sub-0010;sub-0011;sub-0014;sub-0035;sub-0036;sub-0047;sub-0049;sub-0053;sub-0055;sub-0067;sub-0072;sub-0073;sub-0087;sub-0088;sub-0090;sub-0097;sub-0098;sub-0102;sub-0106;sub-0107;sub-0112
3,5,A_raw_lr,random_forest,89,22,0.8117647058823529,0.939115257049149,0.1424172858680715,0.7117647058823529,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",sub-0005;sub-0012;sub-0013;sub-0018;sub-0021;sub-0024;sub-0033;sub-0043;sub-0044;sub-0046;sub-0051;sub-0059;sub-0062;sub-0064;sub-0078;sub-0081;sub-0085;sub-0105;sub-0108;sub-0110;sub-0111;sub-0113
3,1,A_raw_lr,xgboost,88,23,0.5294117647058824,0.8358428579168249,0.2403774708509445,0.5980392156862745,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0006;sub-0007;sub-0008;sub-0016;sub-0020;sub-0022;sub-0023;sub-0038;sub-0045;sub-0050;sub-0054;sub-0060;sub-0061;sub-0066;sub-0077;sub-0080;sub-0089;sub-0091;sub-0095;sub-0100;sub-0101;sub-0103;sub-0109
3,2,A_raw_lr,xgboost,89,22,0.8229166666666667,0.9404178799786383,0.171962559223175,0.7395833333333333,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0001;sub-0003;sub-0009;sub-0017;sub-0019;sub-0025;sub-0030;sub-0031;sub-0032;sub-0034;sub-0037;sub-0039;sub-0048;sub-0056;sub-0068;sub-0071;sub-0076;sub-0079;sub-0084;sub-0104;sub-0114;sub-0115
3,3,A_raw_lr,xgboost,89,22,0.4117647058823529,0.7773674280958929,0.3566230535507202,0.3941176470588236,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 300, ""model__subsample"": 0.8}",sub-0004;sub-0015;sub-0026;sub-0027;sub-0028;sub-0029;sub-0040;sub-0041;sub-0042;sub-0052;sub-0058;sub-0069;sub-0070;sub-0074;sub-0075;sub-0082;sub-0086;sub-0092;sub-0093;sub-0094;sub-0096;sub-0099
3,4,A_raw_lr,xgboost,89,22,0.6705882352941176,0.8487940164410753,0.187885046005249,0.7117647058823529,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0002;sub-0010;sub-0011;sub-0014;sub-0035;sub-0036;sub-0047;sub-0049;sub-0053;sub-0055;sub-0067;sub-0072;sub-0073;sub-0087;sub-0088;sub-0090;sub-0097;sub-0098;sub-0102;sub-0106;sub-0107;sub-0112
3,5,A_raw_lr,xgboost,89,22,0.7411764705882353,0.9172224199746508,0.1722548604011535,0.5823529411764705,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0005;sub-0012;sub-0013;sub-0018;sub-0021;sub-0024;sub-0033;sub-0043;sub-0044;sub-0046;sub-0051;sub-0059;sub-0062;sub-0064;sub-0078;sub-0081;sub-0085;sub-0105;sub-0108;sub-0110;sub-0111;sub-0113
3,1,B_sum_mean_ai,lr_en,88,23,0.7156862745098039,0.9006193395830985,0.2371877431522916,0.7647058823529411,"{""model__C"": 0.1, ""model__l1_ratio"": 0.9}",sub-0006;sub-0007;sub-0008;sub-0016;sub-0020;sub-0022;sub-0023;sub-0038;sub-0045;sub-0050;sub-0054;sub-0060;sub-0061;sub-0066;sub-0077;sub-0080;sub-0089;sub-0091;sub-0095;sub-0100;sub-0101;sub-0103;sub-0109
3,2,B_sum_mean_ai,lr_en,89,22,0.84375,0.9494952609310194,0.2065565139483591,0.8125,"{""model__C"": 0.1, ""model__l1_ratio"": 0.9}",sub-0001;sub-0003;sub-0009;sub-0017;sub-0019;sub-0025;sub-0030;sub-0031;sub-0032;sub-0034;sub-0037;sub-0039;sub-0048;sub-0056;sub-0068;sub-0071;sub-0076;sub-0079;sub-0084;sub-0104;sub-0114;sub-0115
3,3,B_sum_mean_ai,lr_en,89,22,0.4823529411764705,0.8068303284566261,0.2720478583439812,0.5352941176470588,"{""model__C"": 0.1, ""model__l1_ratio"": 0.9}",sub-0004;sub-0015;sub-0026;sub-0027;sub-0028;sub-0029;sub-0040;sub-0041;sub-0042;sub-0052;sub-0058;sub-0069;sub-0070;sub-0074;sub-0075;sub-0082;sub-0086;sub-0092;sub-0093;sub-0094;sub-0096;sub-0099
3,4,B_sum_mean_ai,lr_en,89,22,0.7294117647058823,0.8766700225450907,0.2275129907773301,0.6647058823529413,"{""model__C"": 0.01, ""model__l1_ratio"": 0.1}",sub-0002;sub-0010;sub-0011;sub-0014;sub-0035;sub-0036;sub-0047;sub-0049;sub-0053;sub-0055;sub-0067;sub-0072;sub-0073;sub-0087;sub-0088;sub-0090;sub-0097;sub-0098;sub-0102;sub-0106;sub-0107;sub-0112
3,5,B_sum_mean_ai,lr_en,89,22,0.8470588235294118,0.953986660155846,0.1682888955316593,0.7823529411764706,"{""model__C"": 0.1, ""model__l1_ratio"": 0.5}",sub-0005;sub-0012;sub-0013;sub-0018;sub-0021;sub-0024;sub-0033;sub-0043;sub-0044;sub-0046;sub-0051;sub-0059;sub-0062;sub-0064;sub-0078;sub-0081;sub-0085;sub-0105;sub-0108;sub-0110;sub-0111;sub-0113
3,1,B_sum_mean_ai,random_forest,88,23,0.6862745098039216,0.8952917795106199,0.1962547213658482,0.6862745098039216,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",sub-0006;sub-0007;sub-0008;sub-0016;sub-0020;sub-0022;sub-0023;sub-0038;sub-0045;sub-0050;sub-0054;sub-0060;sub-0061;sub-0066;sub-0077;sub-0080;sub-0089;sub-0091;sub-0095;sub-0100;sub-0101;sub-0103;sub-0109
3,2,B_sum_mean_ai,random_forest,89,22,0.8125,0.9346311776458835,0.1570765692448805,0.7291666666666667,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",sub-0001;sub-0003;sub-0009;sub-0017;sub-0019;sub-0025;sub-0030;sub-0031;sub-0032;sub-0034;sub-0037;sub-0039;sub-0048;sub-0056;sub-0068;sub-0071;sub-0076;sub-0079;sub-0084;sub-0104;sub-0114;sub-0115
3,3,B_sum_mean_ai,random_forest,89,22,0.611764705882353,0.8624338562851586,0.2250939783852975,0.5235294117647059,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500}",sub-0004;sub-0015;sub-0026;sub-0027;sub-0028;sub-0029;sub-0040;sub-0041;sub-0042;sub-0052;sub-0058;sub-0069;sub-0070;sub-0074;sub-0075;sub-0082;sub-0086;sub-0092;sub-0093;sub-0094;sub-0096;sub-0099
3,4,B_sum_mean_ai,random_forest,89,22,0.7294117647058824,0.9016061939436552,0.1635370790298654,0.7117647058823529,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 200}",sub-0002;sub-0010;sub-0011;sub-0014;sub-0035;sub-0036;sub-0047;sub-0049;sub-0053;sub-0055;sub-0067;sub-0072;sub-0073;sub-0087;sub-0088;sub-0090;sub-0097;sub-0098;sub-0102;sub-0106;sub-0107;sub-0112
3,5,B_sum_mean_ai,random_forest,89,22,0.8588235294117647,0.9617040004856432,0.1362274758634101,0.6411764705882352,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",sub-0005;sub-0012;sub-0013;sub-0018;sub-0021;sub-0024;sub-0033;sub-0043;sub-0044;sub-0046;sub-0051;sub-0059;sub-0062;sub-0064;sub-0078;sub-0081;sub-0085;sub-0105;sub-0108;sub-0110;sub-0111;sub-0113
3,1,B_sum_mean_ai,xgboost,88,23,0.5784313725490197,0.8477463955556567,0.2456178069114685,0.4901960784313726,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0006;sub-0007;sub-0008;sub-0016;sub-0020;sub-0022;sub-0023;sub-0038;sub-0045;sub-0050;sub-0054;sub-0060;sub-0061;sub-0066;sub-0077;sub-0080;sub-0089;sub-0091;sub-0095;sub-0100;sub-0101;sub-0103;sub-0109
3,2,B_sum_mean_ai,xgboost,89,22,0.78125,0.924725795038295,0.1887170821428299,0.7291666666666667,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0001;sub-0003;sub-0009;sub-0017;sub-0019;sub-0025;sub-0030;sub-0031;sub-0032;sub-0034;sub-0037;sub-0039;sub-0048;sub-0056;sub-0068;sub-0071;sub-0076;sub-0079;sub-0084;sub-0104;sub-0114;sub-0115
3,3,B_sum_mean_ai,xgboost,89,22,0.5411764705882353,0.8246644121575828,0.3362119495868683,0.5235294117647059,"{""model__learning_rate"": 0.1, ""model__max_depth"": 3, ""model__n_estimators"": 300, ""model__subsample"": 0.8}",sub-0004;sub-0015;sub-0026;sub-0027;sub-0028;sub-0029;sub-0040;sub-0041;sub-0042;sub-0052;sub-0058;sub-0069;sub-0070;sub-0074;sub-0075;sub-0082;sub-0086;sub-0092;sub-0093;sub-0094;sub-0096;sub-0099
3,4,B_sum_mean_ai,xgboost,89,22,0.7058823529411765,0.8754746887099829,0.1684578508138656,0.7117647058823529,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__subsample"": 1.0}",sub-0002;sub-0010;sub-0011;sub-0014;sub-0035;sub-0036;sub-0047;sub-0049;sub-0053;sub-0055;sub-0067;sub-0072;sub-0073;sub-0087;sub-0088;sub-0090;sub-0097;sub-0098;sub-0102;sub-0106;sub-0107;sub-0112
3,5,B_sum_mean_ai,xgboost,89,22,0.8235294117647058,0.9523430903461864,0.1468642950057983,0.611764705882353,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",sub-0005;sub-0012;sub-0013;sub-0018;sub-0021;sub-0024;sub-0033;sub-0043;sub-0044;sub-0046;sub-0051;sub-0059;sub-0062;sub-0064;sub-0078;sub-0081;sub-0085;sub-0105;sub-0108;sub-0110;sub-0111;sub-0113
3,1,C_ai_only,lr_en,88,23,0.3333333333333333,0.6799390223303267,0.3862922136401389,0.3725490196078431,"{""model__C"": 10.0, ""model__l1_ratio"": 0.9}",sub-0006;sub-0007;sub-0008;sub-0016;sub-0020;sub-0022;sub-0023;sub-0038;sub-0045;sub-0050;sub-0054;sub-0060;sub-0061;sub-0066;sub-0077;sub-0080;sub-0089;sub-0091;sub-0095;sub-0100;sub-0101;sub-0103;sub-0109
3,2,C_ai_only,lr_en,89,22,0.2708333333333333,0.6917619226104134,0.3449011555675987,0.5104166666666667,"{""model__C"": 1.0, ""model__l1_ratio"": 0.9}",sub-0001;sub-0003;sub-0009;sub-0017;sub-0019;sub-0025;sub-0030;sub-0031;sub-0032;sub-0034;sub-0037;sub-0039;sub-0048;sub-0056;sub-0068;sub-0071;sub-0076;sub-0079;sub-0084;sub-0104;sub-0114;sub-0115
3,3,C_ai_only,lr_en,89,22,0.5,0.7727272727272727,0.2490176544882289,0.5,"{""model__C"": 0.01, ""model__l1_ratio"": 0.1}",sub-0004;sub-0015;sub-0026;sub-0027;sub-0028;sub-0029;sub-0040;sub-0041;sub-0042;sub-0052;sub-0058;sub-0069;sub-0070;sub-0074;sub-0075;sub-0082;sub-0086;sub-0092;sub-0093;sub-0094;sub-0096;sub-0099
