feature_set,n_features,effective_dim_95,condition_number,median_abs_correlation,p95_abs_correlation,max_abs_correlation,median_vif,max_vif,n_infinite_vif
C_ai_only,13,8,23.32173184688183,0.3694487456797947,0.9013501247128316,0.97085762306397,3.8957228701664124,62.439853602156155,0
E_ratio_only,13,8,27.954116289501965,0.27524962626650373,0.8577424647334543,0.9657619876699663,3.418889640793708,82.56179790142745,0
D_diff_only,13,9,9926068879348590.0,0.29066316173783036,0.8857354922603163,0.9646962198185511,1.9927811917083913,8.868816870480392,9
A_raw_lr,26,14,1.6821977268487016e+16,0.2129244857236489,0.8175969216670667,0.9763009832824711,3.164417053696997,19.329940246235537,18
G_mean_ai,26,14,9290400224762748.0,0.13276027524526865,0.8346231509145887,0.9742829223456542,4.884723389436347,95.44703703333076,9
B_sum_mean_ai,39,14,3.7474243136609856e+17,0.14663573678187122,0.8970668142704735,1.0,4.88472338943635,95.44703703333076,26
F_combined_acde,65,18,5.1347796868799224e+16,0.23199378841956284,0.7429139392157746,0.9979550312632904,87.07787259339565,1522.9080457324292,39
